Name,Contig Length,Average Depth,Percent Coverage,Max Depth
contig00881,2792,34.88,100,67
contig00882,2682,16.94,100,57
contig00883,3001,40.69,100,87
contig00884,2752,17.06,100,40
contig00885,2601,11.54,100,34
contig00886,2756,28.18,100,118
contig00887,2526,8.07,100,15
contig00888,2555,7.96,100,20
contig00889,2584,14.34,100,38
contig00890,2611,11.12,100,22
contig00891,2581,7.66,100,24
contig00892,2766,31.11,100,68
contig00893,2607,8.9,100,20
contig00894,2672,13.52,100,45
contig00895,2658,14.7,100,29
contig00896,2614,8.33,100,18
contig00897,2644,12.35,100,37
contig00898,3268,80.9,100,182
contig00899,2647,13.97,100,51
contig00900,3254,83.9,100,219
contig00901,2496,5.27,100,12
contig00902,2533,6.99,100,18
contig00903,2603,8.82,100,25
contig00904,2510,5.96,100,15
contig00905,2579,7.94,100,22
contig00906,2590,10.69,100,24
contig00907,2804,32.67,100,153
contig00908,2561,6.59,100,15
contig00909,2553,9.6,100,21
contig00910,2686,18.48,100,64
contig00911,2622,17.17,100,54
contig00912,2560,8.68,100,16
contig00913,2499,6.78,100,15
contig00914,2592,15.68,100,31
contig00915,2665,16.96,100,46
contig00916,2730,19.17,100,44
contig00917,2620,12.52,100,34
contig00918,2518,7.12,100,17
contig00919,2628,11.45,100,26
contig00920,2586,11.4,100,37
contig00921,2765,24.96,100,77
contig00922,2497,4.91,100,12
contig00923,2677,16.52,100,50
contig00924,2600,9.96,100,26
contig00925,2618,13.33,100,34
contig00926,2629,13.15,100,35
contig00927,2595,22.16,100,80
contig00928,2506,8.5,100,15
contig00929,2904,42.32,100,144
contig00930,2510,5.56,100,11
contig00931,2620,11.53,100,27
contig00932,2659,15.49,100,32
contig00933,2956,70.9,100,287
contig00934,2786,28.27,100,66
contig00935,2493,7.83,100,17
contig00936,2571,10.25,100,30
contig00937,2475,5.4,100,12
contig00938,2592,16.52,100,41
contig00939,2511,8.5,100,23
contig00940,2505,7.65,100,23
contig00941,2719,23.36,100,59
contig00942,2477,4.9,100,11
contig00943,2538,7.31,100,18
contig00944,2631,13.95,100,46
contig00945,2523,9.46,100,24
contig00946,2599,12.81,100,40
contig00947,2486,6.17,100,12
contig00948,2690,18.47,100,62
contig00949,2640,16.86,100,61
contig00950,2668,18.35,100,42
contig00951,2701,20.99,100,38
contig00952,2542,12.07,100,47
contig00953,2749,27.17,100,89
contig00954,2502,8.28,100,23
contig00955,2771,33.29,100,139
contig00956,2859,44.58,100,117
contig00957,2510,11.25,100,22
contig00958,2482,8.01,100,19
contig00959,2524,10.51,100,21
contig00960,2493,6.57,100,42
contig00961,2695,29.6,100,99
contig00962,3145,73.53,100,206
contig00963,2498,10.51,100,18
contig00964,2767,30.33,100,105
contig00965,2477,6.51,100,12
contig00966,2811,27.21,100,71
contig00967,2541,8.78,100,19
contig00968,2632,20.94,100,44
contig00969,2648,14.17,100,28
contig00970,2471,5.86,100,11
contig00971,2458,4.84,100,9
contig00972,3099,75.1,100,172
contig00973,2480,13.33,100,28
contig00974,2541,18.66,100,43
contig00975,2645,20.78,100,55
contig00976,2439,5.33,100,10
contig00977,2474,5.62,100,20
contig00978,2938,67.29,100,165
contig00979,2486,6.68,100,18
contig00980,2541,11.87,100,27
contig00981,3550,171.13,100,445
contig00982,2500,10.45,100,24
contig00983,2627,19.82,100,58
contig00984,2642,24.63,100,78
contig00985,2490,8.02,100,23
contig00986,2668,26.67,100,82
contig00987,2507,9.32,100,33
contig00988,2429,6.08,100,13
contig00989,2527,11.57,100,30
contig00990,2643,19.46,100,49
contig00991,2526,9.76,100,28
contig00992,2431,5.82,100,12
contig00993,2486,7.34,100,21
contig00994,2616,13.67,100,41
contig00995,2530,10.49,100,25
contig00996,2507,7.59,100,16
contig00997,2618,15.58,100,40
contig00998,2449,5.16,100,9
contig00999,2542,21.26,100,36
contig01000,2526,8.78,100,23
contig01001,2725,47.07,100,90
contig01002,2449,5.6,100,16
contig01003,2950,51.3,100,120
contig01004,2513,11.1,100,25
contig01005,2587,17.07,100,64
contig01006,2489,10.45,100,19
contig01007,2424,9.82,100,23
contig01008,3068,82.69,100,313
contig01009,2511,12.59,100,28
contig01010,2480,9.14,100,23
contig01011,2462,4.63,100,10
contig01012,2539,9.16,100,22
contig01013,2473,10.48,100,21
contig01014,2563,13.43,100,23
contig01015,2444,9.53,100,21
contig01016,2708,27.9,100,95
contig01017,2587,13.48,100,34
contig01018,2558,16.27,100,58
contig01019,2495,9.13,100,33
contig01020,2674,31.38,100,135
contig01021,2828,31.85,100,74
contig01022,2764,35.89,100,101
contig01023,2471,10.47,100,21
contig01024,2541,13.48,100,44
contig01025,2428,7.34,100,26
contig01026,2582,21.36,100,60
contig01027,2426,5.99,100,12
contig01028,2795,46.85,100,110
contig01029,2870,44.39,100,67
contig01030,3082,133.13,100,547
contig01031,2681,32.7,100,141
contig01032,2591,24.9,100,44
contig01033,2791,37.99,100,82
contig01034,2616,17.7,100,36
contig01035,2628,21.35,100,83
contig01036,2566,23.64,100,58
contig01037,2406,5.37,100,12
contig01038,2460,8.4,100,25
contig01039,2673,43.16,100,189
contig01040,2465,9.23,100,14
contig01041,2458,12.26,100,26
contig01042,2445,13.38,100,35
contig01043,2436,10.95,100,19
contig01044,2537,19.35,100,43
contig01045,3203,99.79,100,320
contig01046,2476,13.68,100,36
contig01047,2502,12.4,100,25
contig01048,2521,13.1,100,27
contig01049,2541,21.83,100,54
contig01050,2444,10.5,100,20
contig01051,2441,11.29,100,38
contig01052,2509,10.4,100,36
contig01053,2512,13.5,100,36
contig01054,2422,13.82,100,25
contig01055,2617,20.9,100,53
contig01056,2695,29.33,100,95
contig01057,2589,16.04,100,37
contig01058,2441,9.61,100,21
contig01059,2537,16.8,100,39
contig01060,2416,7.3,100,12
contig01061,2517,12.87,100,31
contig01062,2657,26.27,100,65
contig01063,2484,13.56,100,39
contig01064,2495,10.23,100,23
contig01065,2397,5.92,100,12
contig01066,2401,5.34,100,11
contig01067,2457,7.56,100,21
contig01068,2482,19.96,100,40
contig01069,2411,7.27,100,19
contig01070,2380,4.88,100,12
contig01071,2464,8.86,100,16
contig01072,2481,12.05,100,36
contig01073,2434,5.98,100,15
contig01074,2392,8.29,100,19
contig01075,2455,7.71,100,20
contig01076,2796,30.24,100,51
contig01077,2573,16.21,100,31
contig01078,2484,10.9,100,25
contig01079,2748,41.01,100,133
contig01080,2727,38.34,100,122
contig01081,2548,14.12,100,43
contig01082,2371,4.25,100,11
contig01083,2390,5.8,100,11
contig01084,2510,15.8,100,28
contig01085,2372,4.47,100,14
contig01086,2351,3.52,100,9
contig01087,2431,9.68,100,24
contig01088,2441,12.99,100,45
contig01089,2451,9.56,100,20
contig01090,2514,12.71,100,33
contig01091,2467,10.62,100,31
contig01092,2385,9,100,19
contig01093,2373,7.29,100,19
contig01094,2671,34.44,100,84
contig01095,2437,12.85,100,32
contig01096,2521,17.98,100,47
contig01097,2887,50.7,100,104
contig01098,2384,6.79,100,13
contig01099,2463,37.2,100,73
contig01100,2382,5.84,100,15
contig01101,2388,12.38,100,22
contig01102,2460,11,100,24
contig01103,2768,63.69,100,159
contig01104,2392,6.19,100,18
contig01105,2386,9.27,100,16
contig01106,2465,17.01,100,49
contig01107,2430,9.91,100,36
contig01108,2530,22.76,100,51
contig01109,2723,35,100,75
contig01110,2359,5.27,100,12
contig01111,2397,6.23,100,18
contig01112,2856,61.21,100,156
contig01113,2849,52.19,100,120
contig01114,2630,28.27,100,59
contig01115,2891,67.39,100,180
contig01116,2762,42.83,100,80
contig01117,2564,34.33,100,69
contig01118,2495,12.5,100,25
contig01119,2368,8,100,16
contig01120,2749,46.36,100,122
contig01121,2462,13.83,100,33
contig01122,2450,15.68,100,37
contig01123,2449,5.87,100,12
contig01124,2390,6.43,100,11
contig01125,2379,12.43,100,20
contig01126,2439,15.92,100,48
contig01127,2430,7.11,100,14
contig01128,2349,8.82,100,20
contig01129,2355,5.65,100,12
contig01130,2446,14.78,100,36
contig01131,2546,18.26,100,42
contig01132,2392,10.18,100,34
contig01133,2503,20.32,100,65
contig01134,2670,25.71,100,59
contig01135,2439,9.22,100,18
contig01136,2727,56.34,100,267
contig01137,2608,29.61,100,149
contig01138,2414,21.62,100,40
contig01139,2578,27.56,100,62
contig01140,2507,20.51,100,49
contig01141,2953,67.95,100,128
contig01142,2597,23.51,100,49
contig01143,2555,18.57,100,31
contig01144,2397,8.11,100,28
contig01145,2506,16.04,100,51
contig01146,2531,26.51,100,78
contig01147,2403,15.05,100,38
contig01148,2997,98.84,100,213
contig01149,2439,15.5,100,38
contig01150,2722,37.06,100,110
contig01151,2807,53,100,149
contig01152,2344,6.18,100,28
contig01153,2444,14.48,100,69
contig01154,2422,9.67,100,21
contig01155,2331,8.65,100,21
contig01156,2391,6.5,100,14
contig01157,2462,16.02,100,41
contig01158,2470,14.87,100,47
contig01159,2352,7.39,100,15
contig01160,2381,12.25,100,38
contig01161,2549,29.51,100,60
contig01162,2736,37.29,100,125
contig01163,2464,15.78,100,42
contig01164,2453,15.98,100,52
contig01165,2320,5.41,100,13
contig01166,2439,13.73,100,28
contig01167,2434,12.71,100,35
contig01168,2306,6.24,100,13
contig01169,2524,19.66,100,59
contig01170,2536,41.67,100,89
contig01171,2385,9.06,100,19
contig01172,2380,16.76,100,31
contig01173,2669,39.62,100,108
contig01174,3304,198.32,100,514
contig01175,2494,16.45,100,41
contig01176,2493,18.33,100,45
contig01177,2858,75.47,100,197
contig01178,2647,28.62,100,68
contig01179,2514,18.51,100,50
contig01180,2505,28.64,100,71
contig01181,2436,15.25,100,42
contig01182,2357,9.92,100,20
contig01183,2447,17.89,100,33
contig01184,2830,62.63,100,140
contig01185,2519,23.63,100,55
contig01186,2386,8.44,100,16
contig01187,2415,12.45,100,36
contig01188,2756,75.15,100,269
contig01189,2495,17.83,100,66
contig01190,2374,9.72,100,30
contig01191,2395,10.63,100,39
contig01192,2523,52.9,100,113
contig01193,2408,9.75,100,21
contig01194,2502,16.96,100,58
contig01195,3220,172.82,100,554
contig01196,2368,7.04,100,13
contig01197,2328,4.65,100,11
contig01198,2290,5.98,100,9
contig01199,2323,5.58,100,14
contig01200,2363,9.07,100,19
contig01201,2324,6.83,100,15
contig01202,2368,14.9,100,26
contig01203,2394,9.31,100,21
contig01204,2445,20.68,100,71
contig01205,2534,24.69,100,86
contig01206,2361,11.03,100,28
contig01207,2392,18.9,100,45
contig01208,2609,50.22,100,198
contig01209,2453,17.96,100,51
contig01210,2483,16.78,100,28
contig01211,2381,13.2,100,40
contig01212,2376,8.98,100,21
contig01213,2339,12.52,100,30
contig01214,2565,29.98,100,103
contig01215,2463,18.33,100,39
contig01216,2359,13.87,100,37
contig01217,2336,9.68,100,20
contig01218,2294,7.77,100,13
contig01219,2386,9.41,100,16
contig01220,2299,6.16,100,13
contig01221,2393,8.33,100,21
contig01222,2271,5.66,100,14
contig01223,2476,15.57,100,40
contig01224,2475,21.36,100,84
contig01225,2319,9.66,100,23
contig01226,2292,6.1,100,24
contig01227,2509,29.81,100,64
contig01228,2394,12.16,100,34
contig01229,2399,12.97,100,44
contig01230,2346,7.58,100,23
contig01231,2349,7.99,100,13
contig01232,2294,5.42,100,13
contig01233,2306,16.8,100,30
contig01234,2690,47.99,100,137
contig01235,2352,11.66,100,27
contig01236,2256,3.55,100,7
contig01237,2399,15.99,100,41
contig01238,2292,5.8,100,16
contig01239,2395,15.8,100,47
contig01240,2525,20.96,100,49
contig01241,2275,5.36,100,11
contig01242,2355,11.09,100,28
contig01243,2297,7.53,100,15
contig01244,2383,16.21,100,52
contig01245,2363,9.61,100,30
contig01246,2592,27.38,100,65
contig01247,2404,12.28,100,27
contig01248,3024,110.62,100,208
contig01249,2322,18.67,100,35
contig01250,2572,30.19,100,60
contig01251,2464,16.42,100,36
contig01252,2394,15.18,100,29
contig01253,2306,5.51,100,10
contig01254,2448,12.69,100,25
contig01255,2433,38.67,100,60
contig01256,2382,10.79,100,32
contig01257,2464,18.98,100,57
contig01258,3447,217.25,100,581
contig01259,2306,7.52,100,19
contig01260,2332,7.1,100,20
contig01261,2282,12.1,100,27
contig01262,2395,15.6,100,36
contig01263,3104,101.53,100,169
contig01264,2424,13.84,100,34
contig01265,2369,11.4,100,31
contig01266,2467,25.21,100,80
contig01267,2380,14.74,100,40
contig01268,2424,15.49,100,50
contig01269,2247,4.79,100,8
contig01270,2299,7.74,100,15
contig01271,2485,22.35,100,52
contig01272,2331,10.01,100,19
contig01273,2302,7.44,100,21
contig01274,2392,16.18,100,33
contig01275,2377,14.03,100,26
contig01276,2509,19.56,100,41
contig01277,2260,5.1,100,12
contig01278,2413,14.9,100,50
contig01279,2427,17.35,100,34
contig01280,2321,16.33,100,27
contig01281,2406,15.75,100,44
contig01282,2247,4.01,100,7
contig01283,2266,6.78,100,14
contig01284,2294,10.5,100,26
contig01285,2262,9.64,100,17
contig01286,2485,24.12,100,40
contig01287,2379,11.42,100,26
contig01288,2884,93.96,100,370
contig01289,2299,10.96,100,24
contig01290,2381,33.45,100,61
contig01291,2376,17.7,100,51
contig01292,2427,13.48,100,31
contig01293,2444,33.47,100,104
contig01294,2302,14.07,100,22
contig01295,2315,6.13,100,13
contig01296,2319,10.81,100,22
contig01297,2395,17.85,100,41
contig01298,2264,6.62,100,13
contig01299,2480,28.97,100,99
contig01300,2282,10.65,100,32
contig01301,2241,6.19,100,11
contig01302,2428,15.96,100,35
contig01303,2251,9.29,100,22
contig01304,2256,8.47,100,17
contig01305,2286,7.4,100,21
contig01306,2227,4.61,100,8
contig01307,2475,21.49,100,52
contig01308,2301,6.91,100,10
contig01309,2231,4.69,100,13
contig01310,2277,11.91,100,28
contig01311,2472,16.93,100,57
contig01312,2314,9.79,100,27
contig01313,2482,36.06,100,143
contig01314,2332,22.34,100,43
contig01315,2399,13.24,100,24
contig01316,2237,5.61,100,10
contig01317,2210,3.9,100,8
contig01318,2265,10.99,100,21
contig01319,2340,13.51,100,39
contig01320,2620,43.45,100,109
contig01321,2235,7.4,100,21
contig01322,2299,12.87,100,26
contig01323,2277,7.72,100,15
contig01324,2211,3.82,100,8
contig01325,2316,15.51,100,30
contig01326,2515,27.54,100,52
contig01327,2215,5.05,100,9
contig01328,2459,22.24,100,34
contig01329,2426,21.24,100,51
contig01330,2307,10.92,100,36
contig01331,2328,11.05,100,21
contig01332,2218,4.49,100,10
contig01333,2262,6.08,100,11
contig01334,2557,34.47,100,107
contig01335,2310,8.6,100,19
contig01336,2248,6.93,100,18
contig01337,2417,19.41,100,56
contig01338,2246,11.97,100,20
contig01339,2286,7.1,100,13
contig01340,2421,12.91,100,27
contig01341,2731,59.39,100,145
contig01342,2317,10.95,100,30
contig01343,2269,9.6,100,26
contig01344,2264,11.42,100,25
contig01345,2311,10.83,100,49
contig01346,2227,4.43,100,8
contig01347,2397,21.64,100,39
contig01348,2504,26.24,100,41
contig01349,2372,16.35,100,46
contig01350,2302,9.9,100,28
contig01351,2339,15.83,100,38
contig01352,2601,42.21,100,100
contig01353,2200,6.78,100,16
contig01354,2405,20.04,100,62
contig01355,2295,12.42,100,37
contig01356,2247,10.92,100,29
contig01357,2248,11.44,100,23
contig01358,2190,4.03,100,7
contig01359,2619,39.9,100,114
contig01360,2401,26.96,100,83
contig01361,2284,8.74,100,19
contig01362,2239,9.81,100,18
contig01363,2486,28.61,100,69
contig01364,2402,22.8,100,70
contig01365,2264,12.55,100,27
contig01366,2247,8.03,100,20
contig01367,2340,14.22,100,49
contig01368,2239,10.58,100,25
contig01369,2515,29.54,100,76
contig01370,2400,22.42,100,52
contig01371,2280,12.14,100,29
contig01372,2268,10.17,100,33
contig01373,2638,45.44,100,98
contig01374,2296,11.89,100,31
contig01375,2227,6.09,100,12
contig01376,2251,10.49,100,29
contig01377,2307,18.98,100,38
contig01378,2230,6.74,100,14
contig01379,2290,12.37,100,32
contig01380,2176,4.17,100,8
contig01381,2238,8.23,100,18
contig01382,2344,20.21,100,93
contig01383,2302,12.23,100,36
contig01384,2187,4.19,100,8
contig01385,2201,3.76,100,8
contig01386,2179,5.09,100,10
contig01387,2486,35.84,100,132
contig01388,2300,11.32,100,24
contig01389,2202,5.34,100,13
contig01390,2180,7.43,100,13
contig01391,2526,31.42,100,61
contig01392,2240,8.11,100,18
contig01393,2368,20.38,100,43
contig01394,2394,23.95,100,85
contig01395,2261,9.62,100,16
contig01396,2337,26.62,100,85
contig01397,2462,30.2,100,43
contig01398,2337,18.54,100,64
contig01399,2356,12.98,100,33
contig01400,2398,37.28,100,52
contig01401,2184,7.77,100,14
contig01402,2257,9.18,100,25
contig01403,2228,8.14,100,16
contig01404,2312,13.29,100,27
contig01405,2290,11.16,100,29
contig01406,2253,11.39,100,31
contig01407,2206,8.43,100,15
contig01408,2252,9.1,100,14
contig01409,2271,6.41,100,16
contig01410,2267,22.38,100,36
contig01411,2217,6.67,100,17
contig01412,2247,16.27,100,59
contig01413,2293,12.2,100,32
contig01414,2179,6.02,100,12
contig01415,2274,23.27,100,56
contig01416,2414,22.78,100,42
contig01417,2290,13.48,100,24
contig01418,2186,6.37,100,12
contig01419,2187,6.32,100,12
contig01420,2379,23.22,100,59
contig01421,2287,9.67,100,23
contig01422,2197,5.58,100,14
contig01423,2408,27.67,100,65
contig01424,2160,6.44,100,21
contig01425,2195,8.21,100,18
contig01426,2238,8.85,100,21
contig01427,2217,5.13,100,9
contig01428,3063,170.03,100,385
contig01429,2421,31.21,100,67
contig01430,2413,18.08,100,42
contig01431,2283,11.99,100,40
contig01432,2278,9.98,100,23
contig01433,2171,5.96,100,14
contig01434,2327,13.65,100,22
contig01435,2505,33.9,100,54
contig01436,2279,10.15,100,23
contig01437,2179,6.68,100,11
contig01438,2374,21.43,100,45
contig01439,2311,21.28,100,102
contig01440,2243,13.06,100,46
contig01441,2218,10.77,100,17
contig01442,2455,28.29,100,58
contig01443,2161,6.38,100,16
contig01444,2374,22,100,54
contig01445,2253,9.12,100,28
contig01446,2548,48.6,100,135
contig01447,2254,12.29,100,21
contig01448,2142,6.65,100,15
contig01449,2188,7.31,100,12
contig01450,2428,42.65,100,92
contig01451,2242,8.32,100,18
contig01452,2261,9.08,100,20
contig01453,2173,6.29,100,14
contig01454,2246,15.8,100,66
contig01455,2205,12.45,100,37
contig01456,2241,10.81,100,26
contig01457,2479,35.13,100,97
contig01458,2615,47.83,100,122
contig01459,2295,13.82,100,28
contig01460,2260,9.25,100,18
contig01461,2140,5.57,100,17
contig01462,2227,11.16,100,26
contig01463,2327,20.21,100,41
contig01464,2208,9.74,100,28
contig01465,2561,44.64,100,133
contig01466,2347,16.93,100,37
contig01467,2360,28.77,100,96
contig01468,2393,24.28,100,53
contig01469,2420,26.69,100,55
contig01470,2236,12.6,100,40
contig01471,2538,38.63,100,107
contig01472,2211,8.39,100,18
contig01473,2233,12.16,100,21
contig01474,2212,6.99,100,13
contig01475,2147,4.21,100,13
contig01476,2285,20.47,100,57
contig01477,3198,461.94,100,849
contig01478,2134,3.38,100,6
contig01479,2319,20.71,100,62
contig01480,2383,23.67,100,83
contig01481,2233,20.96,100,35
contig01482,2310,14.37,100,26
contig01483,2196,6.62,100,15
contig01484,2289,15.74,100,56
contig01485,2188,17.18,100,28
contig01486,2123,4.67,100,11
contig01487,2124,4.16,100,8
contig01488,2586,54.53,100,171
contig01489,2128,4.13,100,7
contig01490,2343,24.36,100,64
contig01491,2249,9.23,100,24
contig01492,2250,12.5,100,34
contig01493,2372,21.55,100,48
contig01494,2322,21.05,100,44
contig01495,2190,7.21,100,18
contig01496,2329,21.54,100,40
contig01497,2139,6.02,100,10
contig01498,2372,33.52,100,142
contig01499,2143,6.86,100,14
contig01500,2467,33.12,100,64
contig01501,2213,9.79,100,17
contig01502,2233,12.63,100,27
contig01503,2402,19.54,100,51
contig01504,2226,8.59,100,23
contig01505,2712,94.91,100,193
contig01506,2193,8.21,100,23
contig01507,2178,8.93,100,20
contig01508,2189,7.28,100,12
contig01509,2346,24.62,100,62
contig01510,2128,7.31,100,14
